,Title,Rating,Metascore,No Votes,Url,Description
911,The Apostle,7.2,80,14739,https://www.imdb.com/title/tt0118632/?ref_=sr_t_912,"After his happy life spins out of control, a preacher from Texas changes his name, goes to Louisiana and starts preaching on the radio."
912,Hoop Dreams,8.3,85,27626,https://www.imdb.com/title/tt0110057/?ref_=sr_t_913,A film following the lives of two inner-city Chicago boys who struggle to become college basketball players on the road to going professional.
913,American Factory,7.4,77,23443,https://www.imdb.com/title/tt9351980/?ref_=sr_t_914,"In post-industrial Ohio, a Chinese billionaire opens a factory in an abandoned General Motors plant, hiring two thousand Americans. Early days of hope and optimism give way to setbacks as high-tech China clashes with working-class America."
914,Sicko,8.0,81,76546,https://www.imdb.com/title/tt0386032/?ref_=sr_t_915,"A documentary comparing the highly profitable American health care industry to other nations, and HMO horror stories including shotgun deaths."
915,Music of the Heart,6.8,95,13207,https://www.imdb.com/title/tt0166943/?ref_=sr_t_916,Story of a schoolteacher's struggle to teach violin to inner-city Harlem kids.
916,The Wedding Banquet,7.6,85,16799,https://www.imdb.com/title/tt0107156/?ref_=sr_t_917,"To satisfy his nagging parents, a gay landlord and a female tenant agree to a marriage of convenience, but his parents arrive to visit and things get out of hand."
917,Enron: The Smartest Guys in the Room,7.6,95,19855,https://www.imdb.com/title/tt1016268/?ref_=sr_t_918,"A documentary about the Enron corporation, its faulty and corrupt business practices, and how they led to its fall."
918,The Last Station,6.9,78,19026,https://www.imdb.com/title/tt0824758/?ref_=sr_t_919,A historical drama that illustrates Russian author Leo Tolstoy's (Christopher Plummer's) struggle to balance fame and wealth with his commitment to a life devoid of material things.
919,Little Voice,7.0,86,17044,https://www.imdb.com/title/tt0147004/?ref_=sr_t_920,"A shy reclusive lady is convinced by an invisible entity to sing. Subsequently, she finds herself noticed by a sleazy talent agent and her talent being showcased on-stage. She also meets a kind but nervous man who becomes her best friend."
920,Angels and Insects,6.8,65,4801,https://www.imdb.com/title/tt0112365/?ref_=sr_t_921,In the 1800s a naturalist marries into a family of British country gentry.
921,Rambling Rose,6.6,67,5379,https://www.imdb.com/title/tt0102753/?ref_=sr_t_922,A young woman who exudes sexuality battles temptation.
922,The Man Who Sold His Skin,6.9,78,6827,https://www.imdb.com/title/tt10360862/?ref_=sr_t_923,"His own body turned into a living work of art and promptly exhibited in a museum, Sam, a Syrian refugee, will soon realize to have sold away more than just his skin."
923,Blue Sky,6.4,62,8031,https://www.imdb.com/title/tt0109306/?ref_=sr_t_924,"Carly moves with her military husband and their two daughters to an isolated army base, only to quickly become part of a cover-up involving nuclear bomb tests."
924,Mirai,7.0,80,17617,https://www.imdb.com/title/tt6900448/?ref_=sr_t_925,"A young boy encounters a magical garden which enables him to travel through time and meet his relatives from different eras, with guidance by his younger sister from the future."
925,Room on the Broom,7.5,83,4558,https://www.imdb.com/title/tt2484120/?ref_=sr_t_926,"To the annoyance of her cat a kindly witch allows a dog, a bird and a frog who have helped her retrieve things she has lost to ride on her broomstick, making it top heavy. The broom is destroyed by a fire-breathing dragon who threatens to eat the witch but the creatures band together to impersonate a monster and save her. As a result she fashions a luxurious new broom with seats on which they can all ride comfortably."
926,Avalon,7.2,64,6697,https://www.imdb.com/title/tt0099073/?ref_=sr_t_927,"A Polish-Jewish family comes to the U.S. at the beginning of the twentieth century. There, the family and their children try to make themselves a better future in the so-called promised land."
927,Paradise Now,7.4,77,23911,https://www.imdb.com/title/tt0445620/?ref_=sr_t_928,Two childhood friends are recruited for a suicide bombing in Tel Aviv.
928,Snow Falling on Cedars,6.7,89,14474,https://www.imdb.com/title/tt0120834/?ref_=sr_t_929,"A Japanese-American fisherman is accused of killing his neighbor at sea. In the 1950s, race figures into the trial. So does reporter Ishmael."
929,Enchanted April,7.3,80,7035,https://www.imdb.com/title/tt0101811/?ref_=sr_t_930,"Four English women, after World War I, who are unhappy with their lives, and their time away on vacation in a beautiful Italian villa."
930,One True Thing,6.9,83,12590,https://www.imdb.com/title/tt0120776/?ref_=sr_t_931,A career woman reassesses her parents' lives after she is forced to care for her cancer-stricken mother.
931,Junebug,6.9,66,23307,https://www.imdb.com/title/tt0418773/?ref_=sr_t_932,"A dealer in ""outsider"" art travels from Chicago to North Carolina to meet her new in-laws, challenging the equilibrium of this middle class Southern home."
932,Restrepo,7.4,49,24267,https://www.imdb.com/title/tt1559549/?ref_=sr_t_933,A year with one platoon in the deadliest valley in Afghanistan.
933,Ulee's Gold,7.0,42,7497,https://www.imdb.com/title/tt0120402/?ref_=sr_t_934,"A reclusive beekeeper slowly pulls his dysfunctional family back together, but not without having to fight his son's previous dastardly cohorts."
934,Buena Vista Social Club,7.6,82,20100,https://www.imdb.com/title/tt0186508/?ref_=sr_t_935,"Aging Cuban musicians whose talents had been virtually forgotten following Castro's takeover of Cuba, are brought out of retirement by Ry Cooder, who travelled to Havana in order to bring the musicians together, resulting in triumphant performances of extraordinary music, and resurrecting the musicians' careers."
935,Collective,8.1,72,13183,https://www.imdb.com/title/tt10706602/?ref_=sr_t_936,Director Alexander Nanau follows a crack team of investigators at the Romanian newspaper Gazeta Sporturilor as they try to uncover a vast health-care fraud that enriched moguls and politicians and led to the deaths of innocent citizens.
936,The Last Days,7.9,70,5530,https://www.imdb.com/title/tt0174852/?ref_=sr_t_937,"In late 1944, even as they faced imminent defeat, the Nazis expended enormous resources to kill or deport over 425,000 Jews during the ""cleansing"" of Hungary. This Oscar-winning documentary, executive produced by Steven Spielberg, focuses on the plight of five Hungarian Jews who survived imprisonment in Auschwitz."
937,I Am Not Your Negro,7.9,83,23151,https://www.imdb.com/title/tt5804038/?ref_=sr_t_938,"Writer James Baldwin tells the story of race in modern America with his unfinished novel, Remember This House."
938,The Counterfeiters,7.5,95,46905,https://www.imdb.com/title/tt0813547/?ref_=sr_t_939,"The story of the Operation Bernhard, the largest counterfeiting operation in history, carried out by Germany during WWII."
939,Havana,6.1,68,8429,https://www.imdb.com/title/tt0099747/?ref_=sr_t_940,"In 1950s Cuba, a professional gambler falls for a woman heavily involved in the revolution movement."
940,Crip Camp,7.7,92,8074,https://www.imdb.com/title/tt8923484/?ref_=sr_t_941,"Down the road from Woodstock, a revolution blossomed at a ramshackle summer camp for teenagers with disabilities, transforming their lives and igniting a landmark movement."
941,Being Julia,7.0,89,12858,https://www.imdb.com/title/tt0340012/?ref_=sr_t_942,"Set in 1930s London, this movie involves stage actors and actresses and their experiences with love and revenge."
942,Alice,6.6,86,15112,https://www.imdb.com/title/tt0099012/?ref_=sr_t_943,A spoiled Manhattan housewife re-evaluates her life after visiting a Chinatown healer.
943,The Breadwinner,7.7,76,27724,https://www.imdb.com/title/tt3901826/?ref_=sr_t_944,"In 2001, Afghanistan is under the control of the Taliban. When her father is captured, a determined young girl disguises herself as a boy in order to provide for her family."
944,Jesus Camp,7.4,44,28601,https://www.imdb.com/title/tt0486358/?ref_=sr_t_945,A documentary on kids who attend a summer camp hoping to become the next Billy Graham.
945,Encounters at the End of the World,7.7,91,19059,https://www.imdb.com/title/tt1093824/?ref_=sr_t_946,"Film-maker Werner Herzog travels to the McMurdo Station in Antarctica, looking to capture the continent's beauty and investigate the characters living there."
946,20 Feet from Stardom,7.4,66,13838,https://www.imdb.com/title/tt2396566/?ref_=sr_t_947,"Backup singers live in a world that lies just beyond the spotlight. Their voices bring harmony to the biggest bands in popular music, but we've had no idea who these singers are or what lives they lead, until now."
947,A Better Life,7.2,76,16433,https://www.imdb.com/title/tt1554091/?ref_=sr_t_948,A gardener in East L.A. struggles to keep his son away from gangs and immigration agents while trying to give his son the opportunities he never had.
948,Water,7.7,75,15261,https://www.imdb.com/title/tt0240200/?ref_=sr_t_949,"Set in colonial India against Gandhi's rise to power, it's the story of 8-year-old Chuyia, who is widowed and sent to a home to live in penitence; once there, Chuyia's feisty presence deeply affects the lives of the other residents."
949,For Sama,8.5,84,12585,https://www.imdb.com/title/tt9617456/?ref_=sr_t_950,FOR SAMA is both an intimate and epic journey into the female experience of war.
950,Theeb,7.2,81,11427,https://www.imdb.com/title/tt3170902/?ref_=sr_t_951,"In the Ottoman province of Hijaz during World War I, a young Bedouin boy experiences a greatly hastened coming-of-age as he embarks on a perilous desert journey to guide a British officer to his secret destination."
951,Pina,7.6,81,15709,https://www.imdb.com/title/tt1440266/?ref_=sr_t_952,"A tribute to the late German choreographer Pina Bausch, as her dancers perform her most famous creations."
952,Restoration,6.6,71,9809,https://www.imdb.com/title/tt0114272/?ref_=sr_t_953,"The exiled royal doctor to King Charles II devotes himself to helping Londoners suffering from the plague, and in the process falls in love with an equally poor woman."
953,The Good German,6.0,71,25884,https://www.imdb.com/title/tt0452624/?ref_=sr_t_954,"While in post-war Berlin to cover the Potsdam Conference, an American military journalist is drawn into a murder investigation that involves his former mistress and his driver."
954,The Affair of the Necklace,6.0,78,5538,https://www.imdb.com/title/tt0242252/?ref_=sr_t_955,"In pre-Revolutionary France, a young aristocratic woman left penniless by the political unrest in the country must avenge her family's fall from grace by scheming to steal a priceless necklace."
955,The Illusionist,7.5,79,36266,https://www.imdb.com/title/tt0775489/?ref_=sr_t_956,"A French illusionist finds himself out of work and travels to Scotland, where he meets a young woman. Their ensuing adventure changes both their lives forever."
956,Nowhere in Africa,7.5,78,13820,https://www.imdb.com/title/tt0161860/?ref_=sr_t_957,A German Jewish refugee family moves to and adjusts to a farm life in 1930s Kenya.
957,The Mambo Kings,6.4,82,5869,https://www.imdb.com/title/tt0104802/?ref_=sr_t_958,Two Cuban brothers bring a new music to the 1950s USA. They are as different as the problems that await them.
958,The Barbarian Invasions,7.5,78,29870,https://www.imdb.com/title/tt0338135/?ref_=sr_t_959,"During his final days, a dying man is reunited with old friends, former lovers, his ex-wife, and his estranged son."
959,Mediterraneo,7.4,80,16214,https://www.imdb.com/title/tt0102426/?ref_=sr_t_960,"In WW2, an Italian Army unit of misfits occupies an isolated non-strategic Greek island for the duration of the war."
960,When We Were Kings,8.0,81,18848,https://www.imdb.com/title/tt0118147/?ref_=sr_t_961,"Boxing documentary on the 1974 world heavyweight championship bout between defending champion, George Foreman, and the underdog challenger, Muhammad Ali."
961,Virunga,8.2,86,12076,https://www.imdb.com/title/tt3455224/?ref_=sr_t_962,A team of brave individuals risk their lives to protect the last mountain gorillas.
962,For the Boys,6.3,85,6002,https://www.imdb.com/title/tt0101902/?ref_=sr_t_963,"U.S. entertainer Eddie Sparks wants to bring some fun to the soldiers during World War II and contacts singer/dancer Dixie Leonard for help. They become the perfect team and tour from North Africa to the Pacific to perform for ""the boys."" They continue their work after the war, but when Eddie fires author Silver for getting involved in McCarthy's campaign, Dixie also turns away from him."
963,Afterglow,6.0,85,3761,https://www.imdb.com/title/tt0118566/?ref_=sr_t_964,A handyman with marital problems meets a housewife with the same.
964,Timbuktu,7.1,70,18110,https://www.imdb.com/title/tt3409392/?ref_=sr_t_965,A cattle herder and his family who reside in the dunes of Timbuktu find their quiet lives -- which are typically free of the Jihadists determined to control their faith -- abruptly disturbed.
965,Twin Sisters,7.4,75,7194,https://www.imdb.com/title/tt0322674/?ref_=sr_t_966,"Twin sisters Lotte and Anne grow up very differently after their parents death. Now adults, they want to reunite but World War II and their growing socioeconomic differences complicate things."
966,Minding the Gap,8.0,82,10279,https://www.imdb.com/title/tt7476236/?ref_=sr_t_967,Filmmaker Bing Liu searches for correlations between his skateboarder friends' turbulent upbringings and the complexities of modern masculinity.
967,Deliver Us from Evil,7.9,80,10718,https://www.imdb.com/title/tt0814075/?ref_=sr_t_968,"Documentary about Father Oliver O'Grady, a Catholic priest who was relocated to various parishes around the United States during the 1970s in an attempt by the Catholic Church to cover up his rape of dozens of children."
968,Cartel Land,7.3,86,18747,https://www.imdb.com/title/tt4126304/?ref_=sr_t_969,Filmmaker Matthew Heineman examines the state of the ongoing drug problem along the U.S.-Mexican border.
969,Vatel,6.6,77,8163,https://www.imdb.com/title/tt0190861/?ref_=sr_t_970,"Vatel is the cook of Prince Condé. When the prince invites Louis XIV to hunt, he has to give lavish banquets in order to fall in his favor. But when Vatel falls in love with the king's mistress, love and duty come into conflict."
970,The Gatekeepers,7.6,78,5820,https://www.imdb.com/title/tt2309788/?ref_=sr_t_971,"A documentary featuring interviews with all surviving former heads of Shin Bet, the Israeli security agency whose activities and membership are closely held state secrets."
971,Passion Fish,7.3,88,5984,https://www.imdb.com/title/tt0105107/?ref_=sr_t_972,"After an accident leaves her a paraplegic, a former soap opera star struggles to recover both emotionally and mentally, until she meets her newest nurse, who has struggles of her own."
972,Oscar and Lucinda,6.5,87,7152,https://www.imdb.com/title/tt0119843/?ref_=sr_t_973,"In mid-1800s England, Oscar is a young Anglican priest, a misfit and an outcast, but with the soul of an angel. As a boy, even though from a strict Pentecostal family, he felt God told him through a sign to leave his father and his faith and join the Church of England. Lucinda is a teen-aged Australian heiress who has an almost desperate desire to liberate her sex from the confines of the male-dominated culture of the Australia of that time. She buys a glass factory and has a dream of building a church made almost entirely of glass, and then transporting it to Bellingen, a remote settlement on the north coast. Oscar and Lucinda meet on a ship going to Australia; once there, they are for different reasons ostracized from society, and as a result ""join forces"" together. Oscar and Lucinda are both passionate gamblers, and Lucinda bets Oscar her entire inheritance that he cannot transport the glass church to the Outback safely. Oscar accepts her wager, and this leads to the events that will change both their lives forever."
973,Chico & Rita,7.2,75,9589,https://www.imdb.com/title/tt1235830/?ref_=sr_t_974,"Chico is a young piano player with big dreams. Rita is a beautiful singer with an extraordinary voice. Music and romantic desire unites them, but their journey - in the tradition of the Latin ballad, the bolero - brings heartache and torment."
974,Finding Vivian Maier,7.7,75,14913,https://www.imdb.com/title/tt2714900/?ref_=sr_t_975,"A documentary on the late Vivian Maier, a nanny whose previously unknown cache of 100,000 photographs earned her a posthumous reputation as one of the most accomplished street photographers."
975,The Square,8.0,80,9308,https://www.imdb.com/title/tt2486682/?ref_=sr_t_976,"A group of Egyptian revolutionaries battle leaders and regimes, risking their lives to build a new society of conscience."
976,Georgia,6.5,75,3293,https://www.imdb.com/title/tt0113158/?ref_=sr_t_977,Sadie is desperately looking up to her older sister Georgia who is a famous C&W artist. Her desperate need to be accepted by her sister is constantly complicated by her drug and alcohol problems.
977,Il Divo,7.2,86,18771,https://www.imdb.com/title/tt1023490/?ref_=sr_t_978,"The story of Italian politician Giulio Andreotti, who has served as Prime Minister of Italy seven times since the restoration of democracy in 1946."
978,RBG,7.6,66,14867,https://www.imdb.com/title/tt7689964/?ref_=sr_t_979,"The exceptional life and career of U.S. Supreme Court Justice Ruth Bader Ginsburg, who has developed a breathtaking legal legacy while becoming an unexpected pop culture icon."
979,Undefeated,7.7,79,7288,https://www.imdb.com/title/tt1860355/?ref_=sr_t_980,Chronicles three underprivileged students from inner-city Memphis and their volunteer coach who tries to help them beat the odds on and off the field.
980,Waste Land,7.8,81,9321,https://www.imdb.com/title/tt1268204/?ref_=sr_t_981,"On the outskirts of Rio de Janeiro is Jardim Gramacho, the world's largest landfill, where men and women sift through garbage for a living. Artist Vik Muniz produces portraits of the workers and learns about their lives."
981,Winter on Fire: Ukraine's Fight for Freedom,8.3,82,20283,https://www.imdb.com/title/tt4908644/?ref_=sr_t_982,"A documentary on the unrest in Ukraine during 2013 and 2014, as student demonstrations supporting European integration grew into a violent revolution calling for the resignation of President Viktor F. Yanukovich."
982,Character,7.7,91,11214,https://www.imdb.com/title/tt0119448/?ref_=sr_t_983,"Jacob Katadreuffe lives mute with his mother, has no contact with his father who only works against him and wants to become a lawyer, at all costs."
983,Born Into Brothels: Calcutta's Red Light Kids,7.2,81,17826,https://www.imdb.com/title/tt0388789/?ref_=sr_t_984,"Two documentary filmmakers chronicle their time in Sonagchi, Calcutta and the relationships they developed with children of prostitutes who work the city's notorious red light district."
984,One Day in September,7.8,70,6180,https://www.imdb.com/title/tt0230591/?ref_=sr_t_985,The Palestinian terrorist group Black September holds Israeli athletes hostage at the 1972 Summer Olympic Games in Munich.
985,The War Room,7.4,89,4387,https://www.imdb.com/title/tt0108515/?ref_=sr_t_986,A documentary of the Bill Clinton 1992 presidential campaign and the organization who ran it.
986,"Food, Inc.",7.8,83,51953,https://www.imdb.com/title/tt1286537/?ref_=sr_t_987,An unflattering look inside America's corporate controlled food industry.
987,Roommates,6.4,63,1974,https://www.imdb.com/title/tt0114296/?ref_=sr_t_988,An elderly yet young-at-heart man moves in with his grandson and both their lives turn upside-down.
988,Racing Extinction,8.2,87,8136,https://www.imdb.com/title/tt1618448/?ref_=sr_t_989,A documentary that follows undercover activists trying to stave off a man-made mass extinction.
989,Love Field,6.5,75,4292,https://www.imdb.com/title/tt0104765/?ref_=sr_t_990,"Devastated by President Kennedy's assassination, Dallas-based hairstylist Lurene Hallett boards a bus for the funeral in Washington D.C. where she meets a perplexing father and his daughter who greatly impact her journey."
990,Last Days in Vietnam,7.6,59,4049,https://www.imdb.com/title/tt3279124/?ref_=sr_t_991,"During the final days of the Vietnam War, North Vietnamese forces closed in on Saigon as South Vietnamese resistance crumbled. An unlikely group of heroes emerged as Americans and South Vietnamese took matters into their own hands."
991,Paradise Lost 3: Purgatory,8.0,82,10701,https://www.imdb.com/title/tt2028530/?ref_=sr_t_992,A further followup of the case of the West Memphis Three and the decades long fight to exonerate them that finally gained traction with new DNA evidence.
992,Sound and Fury,7.8,76,1052,https://www.imdb.com/title/tt0240912/?ref_=sr_t_993,"If you could make your deaf child hear, would you? Academy Award-nominated Sound and Fury follows the intimate, heart-rending tale of the Artinians, an extended family with deaf and hearing members across three generations. Together they confront a technological device that can help the deaf to hear but may also threaten deaf culture - and their bonds with each other. For Peter Artinian and his wife, both of whom are deaf, a surgical ear implant for their five-year-old daughter Heather means a choice between two worlds - an unfamiliar hearing world and the deaf world, a robust culture in its own right united by a uniquely visual and artistic language. Heather Artinian - precocious, vivacious, and avidly curious about implant surgery - is caught between her deaf parents and her hearing grandparents, as they argue passionately about her future. The debate is sometimes silent, but by no means quiet. When all is done, Sound and Fury speaks volumes about the choices we make and the battles we fight in order to be heard.."
993,Beyond Silence,7.4,58,4549,https://www.imdb.com/title/tt0116692/?ref_=sr_t_994,"Since the earliest days in her childhood Lara has had a difficult but important task. Both her parents are deaf-mute and Lara has to translate from sign-language to the spoken word and vice versa when her parents want to communicate with other people. Getting older and more mature she becomes interested in music and starts to play clarinet very successfully. However her parents are deaf, they cannot share Lara's musical career. The day comes when Lara has to decide between her parents and her own ambitions."
994,Tsotsi,7.2,79,29144,https://www.imdb.com/title/tt0468565/?ref_=sr_t_995,Six days in the violent life of a young Johannesburg gang leader.
995,"Life, Animated",7.4,83,6138,https://www.imdb.com/title/tt3917210/?ref_=sr_t_996,"A coming-of-age story about a boy and his family who overcame great challenges by turning Disney animated movies into a language to express love, loss, kinship and brotherhood."
996,Taxi to the Dark Side,7.5,79,16635,https://www.imdb.com/title/tt0854678/?ref_=sr_t_997,Alex Gibney exposes the haunting details of the USA's torture and interrogation practices during the War in Afghanistan.
997,Spellbound,7.6,77,12414,https://www.imdb.com/title/tt0334405/?ref_=sr_t_998,Spellbound follows eight teenagers on their quest to win the 1999 National Spelling Bee.
998,How to Survive a Plague,7.6,84,4314,https://www.imdb.com/title/tt2124803/?ref_=sr_t_999,The story of two coalitions -- ACT UP and TAG (Treatment Action Group) -- whose activism and innovation turned AIDS from a death sentence into a manageable condition.
999,The Hunting Ground,7.4,73,6451,https://www.imdb.com/title/tt4185572/?ref_=sr_t_1000,"An exposé of rape crimes on U.S. college campuses, their institutional cover-ups, and the devastating toll they take on students and their families."
1000,The Taste of Others,7.2,85,10260,https://www.imdb.com/title/tt0216787/?ref_=sr_t_1001,"The lives of 6 people over 35 in Rouen, France, and their relationship to each other."
1001,4 Little Girls,7.8,85,3515,https://www.imdb.com/title/tt0118540/?ref_=sr_t_1002,A documentary of the notorious racial terrorist bombing of an African American church during the Civil Rights Movement.
1002,Fire at Sea,6.7,65,6018,https://www.imdb.com/title/tt3652526/?ref_=sr_t_1003,"Capturing life on the Italian island of Lampedusa, a frontline in the European migrant crisis."
1003,The Invisible War,7.6,60,7053,https://www.imdb.com/title/tt2120152/?ref_=sr_t_1004,An investigative documentary about the epidemic of rape of soldiers within the US military.
1004,Four Days in September,7.4,83,5281,https://www.imdb.com/title/tt0119815/?ref_=sr_t_1005,"Brazillian urban guerrilla fighters kidnap the American Ambassador. Now, the diplomat's life hangs in the balance - helplessly caught between a government unwilling to cooperate - and his fear of the captors themselves."
1005,Tumbleweeds,6.7,52,3626,https://www.imdb.com/title/tt0161023/?ref_=sr_t_1006,"A woman and her daughter have been constantly moving from town to town for years, but their newest home might be different from all the others."
1006,Tom & Viv,6.3,73,1814,https://www.imdb.com/title/tt0111454/?ref_=sr_t_1007,"In 1915, Tom and Viv elope, but her gynecological and emotional problems disrupt their honeymoon. Her father is angry because Tom's poetry doesn't bring in enough to live, but her mother is happy Viv has found a tender and discreet husband."
1007,Promises,8.3,73,2710,https://www.imdb.com/title/tt0282864/?ref_=sr_t_1008,"Several Jewish and Palestinian children are followed for three years and put in touch with each other, in this alternative look at the Jewish-Palestinian conflict. The three filmmakers followed a group of seven local children between 1995 and 1998. They all have a totally different background. These seven children tell their own story about growing up in Jerusalem. Through this portrait of their generation, we see how deep rooted and almost insoluble the problems of the Middle East have become. When the protagonists speak out in an epilogue a couple of years later, it becomes apparent that all have lost their childlike innocence."
1008,"What Happened, Miss Simone?",7.6,81,14647,https://www.imdb.com/title/tt4284010/?ref_=sr_t_1009,"A documentary about the life and legend Nina Simone, an American singer, pianist, and civil rights activist labeled the ""High Priestess of Soul."""
1009,GasLand,7.6,85,11075,https://www.imdb.com/title/tt1558250/?ref_=sr_t_1010,An exploration of the fracking petroleum extraction industry and the serious environmental consequences involved.
1010,The Garden,7.3,75,749,https://www.imdb.com/title/tt1252486/?ref_=sr_t_1011,"From the ashes of the L.A. riots arose a lush, 14-acre community garden, the largest of its kind in the United States. Now bulldozers threaten its future."
1011,Strong Island,6.4,50,4070,https://www.imdb.com/title/tt5873150/?ref_=sr_t_1012,"When filmmaker Yance Ford investigates the 1992 murder of a young Black man, it becomes an achingly personal journey since the victim, 24-year-old William Ford Jr., was the filmmaker's brother."
1012,Tupac: Resurrection,7.9,68,9752,https://www.imdb.com/title/tt0343121/?ref_=sr_t_1013,"Home movies, photographs, and recited poetry illustrate the life of Tupac Shakur, one of the most beloved, revolutionary, and volatile hip-hop M.Cs. of all time."
1013,Strawberry & Chocolate,7.4,78,5944,https://www.imdb.com/title/tt0106966/?ref_=sr_t_1014,"Story of two men who are opposites: one gay, the other straight; one a fierce communist, the other a fierce individualist; one suspicious, the other accepting; and how they come to love each other."
1014,Which Way Home,7.8,70,1184,https://www.imdb.com/title/tt0489342/?ref_=sr_t_1015,"""Which Way Home"" is a feature documentary film that follows unaccompanied child migrants, on their journey through Mexico, as they try to reach the United States. We follow children like Olga and Freddy, nine-year old Hondurans, who are desperately trying to reach their parents in the US.; children like Jose, a ten-year old El Salvadoran, who has been abandoned by smugglers and ends up alone in a Mexican detention center; and Kevin, a canny, streetwise fourteen-year old Honduran, whose mother hopes that he will reach the U.S. and send money back to her. These are stories of hope and courage, disappointment and sorrow. They are the children you never hear about; the invisible ones."
1015,Into the Arms of Strangers: Stories of the Kindertransport,7.7,77,1916,https://www.imdb.com/title/tt0248912/?ref_=sr_t_1016,"The secret smuggling of 9,300 Jewish children out of Nazi Germany in the late 1930s."
1016,The Edge of Democracy,7.3,80,15582,https://www.imdb.com/title/tt6016744/?ref_=sr_t_1017,Political documentary and personal memoir collide in this exploration into the complex truth behind the unraveling of two Brazilian presidencies.
1017,Murder on a Sunday Morning,8.0,74,4469,https://www.imdb.com/title/tt0307197/?ref_=sr_t_1018,"Oscar-winning documentary that documents a murder trial in which a 15-year-old African-American is wrongfully accused of a 2000 murder in Jacksonville, Florida."
1018,Monsieur Lazhar,7.5,82,21059,https://www.imdb.com/title/tt2011971/?ref_=sr_t_1019,"At a Montréal public grade school, an Algerian immigrant is hired to replace a popular teacher who committed suicide in her classroom. While helping his students deal with their grief, his own recent loss is revealed."
1019,Time,6.8,78,6213,https://www.imdb.com/title/tt11416746/?ref_=sr_t_1020,"Fox Rich fights for the release of her husband, Rob, who is serving a 60-year sentence in prison."
1020,My Architect,7.4,56,3302,https://www.imdb.com/title/tt0373175/?ref_=sr_t_1021,"Director Nathaniel Kahn searches to understand his father, noted architect Louis Kahn, who died bankrupt and alone in 1974."
1021,Unstrung Heroes,6.7,,3250,https://www.imdb.com/title/tt0114798/?ref_=sr_t_1022,"When a youngster needs a break from the pressures of his parents' household, he moves in with his offbeat uncles and learns some invaluable life lessons."
1022,No End in Sight,8.2,,8581,https://www.imdb.com/title/tt0912593/?ref_=sr_t_1023,A comprehensive look at the Bush Administration's conduct of the Iraq war and its occupation of the country.
1023,The Cave,7.5,,2914,https://www.imdb.com/title/tt7178226/?ref_=sr_t_1024,"Amidst air strikes and bombings, a group of female doctors in Ghouta, Syria struggle with systemic sexism while trying to care for the injured using limited resources."
1024,A Cat in Paris,6.9,,11770,https://www.imdb.com/title/tt1673702/?ref_=sr_t_1025,"In Paris, a cat who lives a secret life as a cat burglar's aide must come to the rescue of Zoe, the little girl he lives with, after she falls into a gangster's clutches."
1025,Waco: The Rules of Engagement,7.9,,3699,https://www.imdb.com/title/tt0120472/?ref_=sr_t_1026,A reassessment of the tragedy at Waco that left 76 members of the Branch Davidian religious sect dead.
1026,Murderball,7.7,,10408,https://www.imdb.com/title/tt0436613/?ref_=sr_t_1027,"Quadriplegics, who play full-contact rugby in wheelchairs, overcome unimaginable obstacles to compete in the Paralympic Games in Athens, Greece."
1027,Chasing Ice,7.7,,8822,https://www.imdb.com/title/tt1579361/?ref_=sr_t_1028,Follow National Geographic photographer James Balog across the Arctic as he deploys time-lapse cameras designed for one purpose: to capture a multi-year record of the world's changing glaciers.
1028,Mandela,6.9,,399,https://www.imdb.com/title/tt0116980/?ref_=sr_t_1029,"Follows Nelson Mandela, from his early protests against racial discrimination, to his election as South Africa's first Democratically elected leader."
1029,Outside the Law,6.6,,4072,https://www.imdb.com/title/tt1229381/?ref_=sr_t_1030,A drama about the Algerian struggle for independence from France after WWII.
1030,Winged Migration,7.9,,12218,https://www.imdb.com/title/tt0301727/?ref_=sr_t_1031,"Documentary on the migratory patterns of birds, shot over the course of three years on all seven continents."
1031,Dirty Wars,7.4,,9381,https://www.imdb.com/title/tt2532528/?ref_=sr_t_1032,Investigative journalist Jeremy Scahill is pulled into an unexpected journey as he chases down the hidden truth behind America's expanding covert wars.
1032,The Long Way Home,7.6,,1251,https://www.imdb.com/title/tt0119561/?ref_=sr_t_1033,The story of the post World War II Jewish refugee situation from liberation to the establishment of the modern state of Israel.
1033,Solomon & Gaenor,6.8,,1445,https://www.imdb.com/title/tt0181830/?ref_=sr_t_1034,A tragic love story between a Jewish young man and a Welsh woman in the beginning of the century. The movie is mostly in English with parts in Welsh and Yiddish.
1034,American Dream,7.8,,991,https://www.imdb.com/title/tt0099028/?ref_=sr_t_1035,Recounts the 1985-86 strike against the Hormel Foods Corporation in Minnesota after its employees' wages and benefits were cut.
1035,War Photographer,7.9,,4270,https://www.imdb.com/title/tt0309061/?ref_=sr_t_1036,"Documentary about war photographer James Nachtwey, considered by many the greatest war photographer ever."
1036,Cutie and the Boxer,7.2,,4726,https://www.imdb.com/title/tt2355540/?ref_=sr_t_1037,"This candid New York love story explores the chaotic 40-year marriage of famed boxing painter Ushio Shinohara and his wife, Noriko. Anxious to shed her role as her overbearing husband's assistant, Noriko finds an identity of her own."
1037,Glen Campbell: I'll Be Me,7.9,,1705,https://www.imdb.com/title/tt2049586/?ref_=sr_t_1038,"As he struggles with Alzheimer's disease, country-music legend Glen Campbell embarks on his farewell tour in the U.S., Australia, and Europe."
